category,title,tag,address,phone,homepage,sum_info,detail_info
카페,벤자마스,보문단지 브런치 정원 빙수,경상북도 경주시 윗동천길 2 (동천동),010-3805-6967,https://www.instagram.com/cafe_venzamas/,"대표메뉴 : 벤자마스 브런치 10,000원 / 아메리카노 4,500원 / 메론빙수 15,000원
영업시간 : 10:00-24:00
휴무일 : 연중무휴
주차 : 전용주차장 있음
편의시설 : 현금/카드결제, 화장실, 무선인터넷, 단체석","보문단지로 향하는 진입로의 초입에 자리한 브런치카페이다. 경주에 브런치 유행이 시작되던 때 오픈한 초창기 브런치 카페로 역사가 꽤 깊다.?
총 4개동의 건물을 각자 다른 콘셉트로 운영 중이다.
핸드드립 등 커피나 음료만을 마시는 벤자마스 카페가 1개동, 브런치와 빙수, 커피류를 다양하게 즐길 수 있는 벤자마스 카페&브런치가 2개동으로 운영되고 있으며,?
마지막으로 최근에 문을 연 정원 콘셉트의 카페 벤자마스 가든이 1개동 운영되고 있다.
원하는 분위기를 골라서 즐길 수 있다는 것이 벤자마스 공간의 큰 장점이다.?

메뉴의 스펙트럼도 굉장히 넓다. 벤자마스 브런치, 차돌박이 샐러드 등 브런치 메뉴를 비롯해, 다양한 커피류와 디저트가 있다.
빙수류도 인기메뉴인데, 특히 메론 속을 원형 스쿱으로 파낸 뒤 그 위에 메론 볼을 쌓고 아이스크림과 곁들이는 메론 빙수가 시그니처 메뉴 중 하나다."
카페,스콘가게,시내 디저트 스콘 봉황대,경상북도 경주시 원효로 104-13 (노동동),010-7203-0083,https://www.instagram.com/scone_market/,"대표메뉴 : 스콘 종류별 2,800~3,500 / 아메리카노 3,000원
영업시간 : 12:00-20:00(재료 소진 시 조기마감)
휴무일 : 매주 일요일
주차 : 전용주차장 없음
편의시설 : 현금/카드결제, 화장실, 무선인터넷, 포장","경주 시내중심상가 골목에 자리한 신상 디저트 카페이다.
영국식 빵 종류의 하나인 '스콘'을 전문으로 해 이름도 '스콘가게'이다.
기본적으로 화이트&우드 분위기의 인테리어로, 앤틱한 가구를 미니멀하게 배치해 여유로움이 느껴진다.?
?
매일 소량씩 매장에서 직접 스콘을 구워 낸다.
기본적인 버터밀크 스콘을 비롯해 얼그레이, 말차, 앙버터, 바나나 등 다양한 종류의 스콘을 맛볼 수 있다. 매일 라인업이 조금씩 달라진다.
재료가 소진되면 일찍 마감하니 늦은 시간에 찾는다면 미리 연락 후 방문할 것을 권한다."
카페,커피플레이스,시내 생딸기 주스 맛집 로컬커피 봉황대,경상북도 경주시 중앙로 18 (노동동),,https://www.instagram.com/coffeeplace.go/,"대표메뉴 : 오늘의 커피 4000원, 제철과일주스 5000원
영업시간 : 10:00-18:00 (last order 17:45)
휴무일 : 매주 일요일
주차 : 전용주차장 없음 / 인근 공영주차장 이용
편의시설 : 현금/카드결제, 화장실, 무선인터넷, 포장","경주에서 자생한 로컬 프렌차이즈 카페 중 한 곳이다.? 길 건너 봉황대가 바로 보이는 중앙로 길가에 자리하고 있다.?
오랫동안 대구에서 카페를 하던 주인장이 십여년 전 이곳에 카페를 처음으로 오픈했다.?
봉황대 앞 1호 커피플레이스를 시작으로 경주,?포항, 부산, 울산 등으로 퍼져 현재는 11곳으로 매장이 늘었다.?

고품질의 원두를 선별해 직접 로스팅한 원두를 모든 지점에 납품해 한결같은 맛을 유지한다.?
바리스타가 추천해주는 ‘오늘의 커피’는 물론 블랙커피, 화이트커피 종류 모두 인기가 좋다.
커피류 이외에 제철 과일 아끼지 않고 넣어 만드는 과일주스도 많이 찾는다."
카페,커피와춤을추는남자,숲머리음식단지 데이트장소 데이트 커플,경상북도 경주시 숲머리길 205 (보문동),054-748-8999,https://www.instagram.com/choiohseung/,"대표메뉴 : 다크초코크루아상 5,500원, 앙버터프레첼 5,500원
영업시간 : 10:00-20:00
휴무일 : 연중무휴
주차 : 주차가능
편의시설 : 단체석, 남/녀 화장실 구분","매장 한 쪽의 천장을 덮는 벚꽃장식이 인상적인?베이커리 카페이다. 숲머리 음식단지 내에 자리하고 있다.?
장독대, 궤짝 등 골동품을 곳곳에 장식해두어 고풍스러운 분위기를 더한다.?

커피와춤을추는남자에서는 매장에서 직접 만드는 수제 생크림과 직접 굽는 베이커리 덕에 디저트 맛집으로 통한다.?
달지 않고 부드러운 수제 생크림이 듬뿍 채워지고, 슈가파우더가 눈처럼 덮인 이탈리아 왕실의 디저트 '팡도르'를 비롯해,
다크초코 크루아상, 앙버터 프레첼 등 빵덕후들의 입맛을 사로잡을 베이커리 디저트를 다양하게 선보인다.?질 좋은 로스팅 원두로 추출한 커피와 곁들이면 금상첨화."
카페,청춘과일,디저트 주스 에그샌드위치 브런치,경주시 양정로 254-12,010-3330-7142,http://instagram.com/1992_youth_fruit,"대표메뉴 : 착즙쥬스(그린/레드/옐로우) 4,500, 에그샌드위치 4,500, 앙버터토스트 4,500
영업시간 : 11:30-20:00
휴무일 : 매주 일요일
주차 : 전용 주차장 없음(경주시청 공영주차장 이용)
편의시설: 포장, 예약, 무선 인터넷","청춘과일은 디저트카페 형식의 과일카페이다.?
메인 음료로는 과일과 채소 4가지 종류를 혼합해 착즙한 주스를 내어 놓는다. 또 시즌별로 제철 과일을 활용한 과일음료를 판매한다.?

이곳은 착즙주스 뿐만 아니라 디저트가 유명하다.
부드러운 모닝빵 사이에 에그샐러드가 듬뿍 들어간 '에그샌드위치'로 주스와 곁들이면 한끼로 손색 없다.??
커피류는 더치커피 한 종류를 준비해두고 있다."
카페,"어제,아래",술 감성 술집 목욕탕 개조 인테리어 노키즈,경북 경주시 원효로 154-3,010-3407-6587,https://www.instagram.com/travelers_pub,"대표메뉴 : 첨성대 함박스테이크 15,000, 치즈롤까스 17,000, 감바스 알 아히요 15,000, 수제맥주 8,000
영업시간 : 월, 수, 목, 일요일 18:00 - 24:00, 금, 토요일 18:00 - 01:00
휴무일 : 매주 화요일 휴무
주차 : 근처 공용주차장 이용
편의시설 : 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, (한팀 최대 인원은 8명. 예약필수, 노키즈존)","팔우정 삼거리 인근에 여행자 술집 ‘어제 아래’가 자리한다.
경주가 좋아 이 곳으로 이사 온 주인장과 고향 경주로 돌아온 주인장이 함께 운영하는 캐주얼 펍이다.??

어제, 아래는 독특한 인테리어로 이름난 곳이다.?목욕탕으로 운영되던 공간을 손수 개조해 펍을 열었다.?
남탕 여탕 입구는 술집 입구가 되었고, 몸 뜨끈하게 담그던 욕탕은 두런두런 이야기 나누는 테이블이 되었다.
전국 팔도에서 생산되는 수제맥주와 수입맥주 등 선택의 폭이 넓고, ‘첨성대함박스테이크’와 삼겹숙주볶음, 감바스 알하이요 등 곁들이는 안주 메뉴도 여럿 준비되어 있다."
카페,펍플랫,술 술집 황리단길 맥주집 수제포카치아 맥주,경북 경주시 포석로 1085,010-6278-5976,http://instagram.com/pubflat,"대표메뉴 : 루꼴라렌치 8,900, 크림치즈살라미 8,900, 로제쉬림프 8,900, 고르곤졸라 8,900
영업시간 : 17:00 - 24:00
휴무일 : 매주 수요일 휴무
주차 : 전용 주차장 없음 / 인근 공영주차장 이용
편의시설 : 포장, 무선 인터넷","황리단길에 자리한 펍이다. 매일 당일 판매분량 만큼의 반죽을 준비해 수제 포카치아를 내어놓는 곳이다.?
포카치아는 이탈리안 요리 중 하나로, 밀가루 반죽을 납작하게 구워 내는 플랫 브레드의 일종이다.?
반죽 위에 다양한 토핑을 하여 굽는 방식이 피자와 비슷해, 피자의 전신으로 보기도 한다.?

펍플랫에서는 저온숙성한 반죽을 사용해 포카치아를 만들어 쫄깃한 식감이 돋보인다. 루꼴라 렌치, 크림치즈 살라미, 페페로니 등?
토핑의 종류도 다양하다.?
포카치아와 함께 생크림 시나몬 코젤, 플랫 라거 등의 생맥주와 다양한 수입 보틀맥주가 준비되어 있다. 곁들이기 좋다."
카페,황남주택,감성 분위기 좋은 한옥 술 술집 맥주 레트로,경북 경주시 첨성로99번길 23-4,054-620-5354,http://instagram.com/hn_house,"대표메뉴 : 국산맥주 4,000, 황태 12,000, 오징어 10,000, 치킨텐더 15,000, 쥐포 8,000
영업시간 : 월, 화, 수, 목요일 15:00 - 23:00, 토요일 15:00 - 24:00
휴무일 : 비정기 휴무(인스타그램 공지)
주차 : 전용 주차장 없음
편의시설 : 무선 인터넷, 화장실","황리단길 골목 내에 자리한 한옥 펍이다.
옛 한옥 주택을 리모델링하여 고즈넉함은 살리면서 트렌디한 감성도 더했다.
내부 좌석과 야외 마당에도 자리가 넉넉하게 마련되어 있다.?

황태, 쥐포, 치킨텐더 등 간단한 안주와 함께 맥주를 마실 수 있다.?
빔 프로젝터로 한옥 벽면에 영화를 상영하여 운치 있는 분위기를 자아낸다. 그래서 날 좋은 날, 야외 좌석이 특히 인기이다."
카페,황남다락,황리단길 아인슈페너 감성 분위기 좋은,경북 경주시 손효자길 7-6,054-624-6815,http://instagram.com/hn.darak,"대표메뉴 : 다락슈페너 6,500원
영업시간 : 11:00-22:00
휴무일 : 화요일 휴무
주차 : 전용주차장 없음
편의시설 : 무선인터넷, 화장실","황리단길에 자리한 분위기 있는 한옥카페이다.
카페이름에서 알 수 있듯, 다락 공간이 있어 독특하다.
전통 한옥의 골조는 그대로 유지하되, 앤틱하고 빈티지한 느낌을 살려 인테리어를 했다.
2층으로 올라가면 좌식테이블로 된 아담한 다락방이 인기가 많다.?

황남다락의 시그니처 메뉴로 아인슈페너의 일종인 '다락슈페너'가 있다. 수제 아몬드 프랄린이 들어간 밀크슈페너이다.?
당근케이크, 말렌카, 크레이프 등 케이크류 디저트도 다양하게 준비되어 있다."
카페,향미사,커피맛집 공연 황리단길 레트로 로스터리,경상북도 경주시 태종로 734 향미사 ,010-4005-1929 ,http://instagram.com/hyangmisa ,"대표메뉴 : 핸드드립 커피
영업시간 : 월, 화, 목, 금요일 12:00 - 18:00?, 토요일 12:00 - 19:00 ?
휴무일 : 수요일 휴무
주차 : 전용 주차장 없음 / 맞은 편 공용주차장 이용
편의시설 : 무선인터넷","황리단길에서 경주 고속버스터미널로 향하는 길가에 자리한 로스터리 카페이다.?
옛 체육관 건물을 리모델링해 카페 공간으로 꾸몄고 외관에는 '경주체육관' 간판이 여전히 걸려 있다. 레트로 감성을 살린 아웃테리어가 돋보인다.?
내부는 전면과 후면이 모두 유리창으로 되어 있어 밝고 아늑한 분위기이다. 뒤쪽 유리창 밖으로는 아담한 정원이 보이고, 로스팅 공간이 별관에 따로 마련되어 있다.?

향미사는 세계 각국 다양한 향미의 커피를 맛볼 수 있는 곳이다. 모든 원두는 직접 로스팅하며, 로스팅 원두를 별도 구매할 수도 있다.
로스터리 카페답게 필터커피를 주력으로 내어 놓는다."
카페,빛꾸리,한옥 전통 디저트 노키즈,경북 경주시 손효자길 16-1,054-777-4421,,"대표메뉴 : 동장윤다 15,000원, 물그림자 12,000원, 귤생강차 9,500원, 색동인절미구이 8,500원
영업시간 : 11:00-20:00
휴무일 : 월요일 휴무
주차 : 전용주차장 없음
편의시설 : 무선인터넷, 남/여 화장실","황리단길 골목에 자리한 한옥전통찻집이다. 마당과 툇마루, 내부공간 모두 고즈넉한 분위기가 물씬하다.
전통차와 제철과일을 활용한 음료를 내어 놓는다.
특히, 지리산에서 자란 유기농 차나무 잎을 수작업을 통해 만드는 귀한 차 '동장윤다'를 맛볼 수 있는 곳으로 알려져 있다.

곁들이는 대표 디저트로는 '색동 인절미구이'가 준비되어 있다. 알록달록한 색감을 자랑하는 6가지의 인절미 구이와 조청이 함께 제공된다.?
보기도 좋고 먹기도 좋다.?
상큼한 요거트 위에 고소한 견과류가 듬뿍 토핑되는 '딸기 요거트'도 인기이다.?
다기가 많고, 한옥의 공간적 특성 상 13세 이하 노키즈 존으로 운영된다."
카페,백이당,황리단길 화사한 인테리어 여심 취향 저격 귀여운 데코레이션,경북 경주시 사정로57번길 12-1,010-8911-0555,https://www.instagram.com/beak_yi_dang/,"대표메뉴 : 코코넛 커피 스무디 13,500원, 생크림 카스테라 13,500원, 백이당 매콤누들떡볶이 13,500원,
영업시간 : 매일 11:00 - 21:00
휴무일 : 비정기 휴무(인스타 공지)
주차 : 전용 주차장 없음
편의시설 : 단체석, 포장, 방문접수/출장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분","황리단길 골목에 있는 다이닝 한옥카페이다.?
한옥 건물에 앞마당을 유리온실로 꾸며 독특한 분위기를 자아낸다.??

커피와 디저트, 간단한 다이닝 메뉴를 즐길 수 있는 곳이다.?
커피 중에서는 베트남 커피의 일종인 코코넛 커피 스무디와 아인슈페너가 인기이고, 디저트류 중에서는 생크림 카스테라가 맛있다고 알려져 있다.?
야외 온실 공간에는 반려동물 동반이 가능하다."
카페,마리오델모나코,클래식 감성 노키즈 핸드드립 첨성대,경북 경주시 첨성로 173,054-772-8853,,"대표메뉴 : 아메리카노, 카페라테, 토스트
영업시간 : 매일 12:00 - 24:00?
휴무일 : 연중무휴
주차 : 가게 앞 노상주차장 이용
편의시설 : 단체석, 무선인터넷, 남/녀 화장실 구분","출신의 주인장이 운영하는 클래식 감성카페로 첨성대가 보이는 대릉원 길가에 자리하고 있다.
주인장의 롤모델인 테너 마리오 델 모나코의 이름을 따 카페 이름을 짓고, 카페 내부도 그의 사진이 가득 채워져 있다.?

클래식 명곡을 감상하면서 커피 한 잔의 여유를 즐길 수 있다.?
핸드드립 커피를 비롯해 음료와 디저트류가 준비되어 있다."
카페,느루더티라미수,수제티라미수 피크닉 소풍 한옥,경상북도 경주시 포석로1050번길 12-3 (황남동),054-741-1535,http://www.instagram.com/kissthetiramisu,"대표메뉴 : 티라미수 아이스크림 4,900
영업시간 : 10:30 - 21:00
휴무일 : 연중무휴
주차 : 전용 주차장 없음 / 인근 공용주차장 이용
편의시설 : 무선인터넷, 포장, 화장실, 피크닉세트 대여","티라미수 전문점이다.
황리단길에 자리하고 있으며 한옥민박 '느루'를 함께 운영하고 있다.?
다양한 맛의 티라미수 아이스크림을 맛볼 수 있는 곳이다.?

오리지널 티라미수 아이스크림을 비롯해, 딸기 티라미수, 말차 티라미수, 인절미 티라미수 아이스크림이 준비되어 있다.?
티라미수 케이크도 함께 내어 놓는다."
카페,엄마산딸기치킨&카페,딸기 우유 동해안 해변 치킨집,경상북도 경주시 양남면 양남로 66,054-744-0080,,"대표메뉴 : 커피, 딸기라떼, 후라이드 16,000원(산딸기로숙성시킨치킨)
영업시간 : 10:00-20:00
휴무일 : 연중무휴
주차 : 주차가능
편의시설 : 포장, 배달","경주 동해안 최남단, 관성솔밭해변 인근에 자리한 다이닝 카페이다.?
독특하게 산딸기로 숙성시킨 치킨집과 커피, 음료를 마실 수 있는 카페를 겸해 운영한다.?
인테리어와 소품 하나하나 신경을 쓴 모양새다.?

딸기 농장을 운영하는 주인장이 카페를 꾸리고 있어, 딸기 시즌에는 핸드메이드 생딸기라떼를 맛볼수 있는 곳으로도 알려져 있다.
현대화된 시설에서 수경재배로 수확하는 달콤한 딸기를 직접 수확해 보는 딸기체험도 가능하다."
카페,"안녕,상계리",양남 상계리 정원 야외테라스 정원 여유,경상북도 경주시 양남면 화림길 24,054-745-8180,,"대표메뉴 : 아메리카노 3,800, 상계리 라떼 5,500
영업시간 : 09:00 - 23:00
휴무일 : 연중무휴
주차 : 주차가능
편의시설 : 무선인터넷, 포장, 남/녀 화장실 구분","그림있는 어촌마을 읍천항과 주상절리군으로 유명한 경주 양남의 한적한 마을에 위치한 카페이다.?
자연 친화적인 느낌의 카페로, 세심한 손길과 정성을 쏟은 야외 정원을 갖추고 있다.?
외부 테라스가 넓고, 내부 공간도 테이블이 널찍널찍하게 배치되어 편안하고 여유로운 분위기에서 시간을 보내기 좋다.?

핸드메이드 크림이 듬뿍 올라간 상계리 라떼가 시그니처 메뉴이다.?
그 밖에 코코넛 커피, 딸기라떼, 밀크티 등도 인기이다.?
크루아상, 앙버터 크래커, 스콘과 같은 디저트류도 준비되어 있다."
카페,브래드몬스터,천연발효빵 유럽식빵 건강 빵 황성동 베이커리,경상북도 경주시 용담로92번길 53 (황성동),054-777-1710,https://www.facebook.com/bakerybreadmonster,"대표메뉴 : 베리베리 깜빠뉴 4,000원, 무화과 깜빠뉴 4,200원, 베리넛 4,000원
영업시간 : 월~ 금 11:30 - 20:30, 토요일 11:30 - 20:30
휴무일 : 일요일 휴무
주차 : 가게 앞 주차
편의시설 : 포장","경주 황성동 안에 있는 작은 빵집으로, 빵 덕후들에게 알음 알음 입소문이 난 곳이다.
브래드몬스터에서는 직접 배양한 천연발효종으로 반죽을 12시간 이상 저온 숙성해 빵을 만든다.

크루아상, 모닝빵, 깜빠뉴, 치아바타 등 주식으로 먹을 수 있는 유럽식 식사빵이 주를 이룬다.
무설탕, 무버터, 무첨가제 빵이라 채식주의자에게도 환영받는 곳.?
브래드몬스터는 베이커리카페는 아니다. 빵과 궁합이 좋은 커피가 필요하다면, 바로 옆에 직접 로스팅한 원두로 커피를 내어 놓는 커피공방에 함께 들러갈 것을 추천한다."
